from_state,to_state,transition_count,replay_count,player_count,pct_of_all_transitions
23,76,113,113,113,0.0008
83,27,113,112,112,0.0008
63,83,113,112,113,0.0008
42,89,113,113,113,0.0008
365,88,113,113,113,0.0008
257,39,112,109,110,0.0008
368,42,112,106,107,0.0008
86,85,112,110,111,0.0008
70,82,111,110,110,0.0008
255,24,111,109,109,0.0008
39,14,111,99,99,0.0008
212,78,110,104,107,0.0008
29,84,110,110,110,0.0008
17,55,110,110,110,0.0008
73,181,110,107,110,0.0008
350,86,109,108,108,0.0007
194,181,109,108,108,0.0007
76,20,108,108,108,0.0007
38,66,108,107,108,0.0007
233,182,108,107,107,0.0007
365,87,107,106,106,0.0007
40,75,107,96,96,0.0007
29,14,107,97,101,0.0007
196,29,107,106,107,0.0007
17,60,107,102,103,0.0007
19,178,107,105,106,0.0007
189,90,107,106,106,0.0007
50,182,107,104,104,0.0007
74,57,107,105,106,0.0007
366,87,107,106,106,0.0007
28,89,106,105,105,0.0007
201,77,106,105,105,0.0007
263,91,106,104,104,0.0007
16,79,106,106,106,0.0007
197,182,106,104,104,0.0007
236,79,105,104,104,0.0007
188,88,105,104,104,0.0007
212,83,105,104,104,0.0007
183,199,105,96,96,0.0007
192,29,105,104,104,0.0007
56,181,105,103,103,0.0007
178,80,105,102,103,0.0007
254,90,105,102,102,0.0007
41,60,104,103,103,0.0007
234,235,104,104,104,0.0007
236,226,104,100,102,0.0007
26,350,104,102,102,0.0007
90,69,103,103,103,0.0007
363,87,103,101,102,0.0007
73,44,102,101,101,0.0007
361,362,102,97,97,0.0007
18,89,101,101,101,0.0007
78,178,101,99,99,0.0007
357,87,101,100,100,0.0007
255,88,101,101,101,0.0007
87,29,101,101,101,0.0007
82,181,101,100,100,0.0007
87,85,101,101,101,0.0007
48,49,100,99,99,0.0007
90,202,100,98,99,0.0007
86,87,100,99,99,0.0007
21,91,100,100,100,0.0007
40,78,100,98,98,0.0007
195,88,99,99,99,0.0007
71,87,98,98,98,0.0007
214,90,98,98,98,0.0007
73,87,98,97,97,0.0007
72,82,98,97,98,0.0007
16,51,98,93,94,0.0007
19,18,98,83,84,0.0007
257,20,98,97,97,0.0007
53,90,98,98,98,0.0007
77,28,98,97,97,0.0007
76,14,98,98,98,0.0007
38,87,98,98,98,0.0007
201,182,98,98,98,0.0007
344,14,97,87,87,0.0007
235,57,97,95,96,0.0007
201,80,97,96,96,0.0007
368,27,97,96,96,0.0007
66,29,97,96,97,0.0007
368,354,97,96,96,0.0007
199,82,97,95,96,0.0007
186,91,97,95,96,0.0007
233,91,97,95,96,0.0007
365,86,96,95,95,0.0007
35,89,96,94,94,0.0007
53,88,96,94,94,0.0007
85,252,96,94,95,0.0007
39,91,96,95,95,0.0007
191,89,96,96,96,0.0007
363,24,96,96,96,0.0007
18,91,96,94,96,0.0007
247,354,96,95,95,0.0007
39,56,95,86,87,0.0006
26,226,95,95,95,0.0006
80,87,95,95,95,0.0006
79,27,95,94,94,0.0006
90,203,94,90,93,0.0006
186,87,94,91,92,0.0006
85,87,94,93,93,0.0006
76,226,94,94,94,0.0006
82,29,94,93,94,0.0006
369,90,93,93,93,0.0006
26,91,93,90,92,0.0006
63,182,93,93,93,0.0006
217,219,92,91,91,0.0006
194,15,92,92,92,0.0006
88,223,92,92,92,0.0006
194,360,92,91,91,0.0006
76,85,92,91,91,0.0006
345,88,91,90,90,0.0006
14,17,91,87,87,0.0006
182,76,91,90,91,0.0006
180,77,91,90,91,0.0006
82,251,91,90,91,0.0006
251,223,91,91,91,0.0006
182,29,91,90,91,0.0006
350,347,91,91,91,0.0006
89,252,90,90,90,0.0006
80,15,90,90,90,0.0006
80,14,90,88,88,0.0006
356,357,89,89,89,0.0006
89,86,89,88,89,0.0006
74,82,89,89,89,0.0006
200,82,89,85,86,0.0006
38,201,89,89,89,0.0006
53,87,89,88,89,0.0006
72,60,89,87,87,0.0006
366,89,89,89,89,0.0006
21,360,88,87,88,0.0006
350,89,88,88,88,0.0006
67,252,87,86,87,0.0006
183,83,87,87,87,0.0006
21,212,87,84,84,0.0006
234,44,87,86,86,0.0006
235,89,87,87,87,0.0006
357,24,87,86,87,0.0006
247,38,87,85,86,0.0006
45,79,87,84,87,0.0006
345,90,87,87,87,0.0006
50,235,87,87,87,0.0006
32,236,87,85,85,0.0006
194,79,87,83,84,0.0006
228,239,86,86,86,0.0006
44,63,86,85,86,0.0006
194,18,86,85,85,0.0006
14,57,86,85,86,0.0006
85,44,86,86,86,0.0006
255,18,85,85,85,0.0006
79,91,85,83,85,0.0006
89,85,85,85,85,0.0006
16,226,85,84,84,0.0006
87,247,85,84,84,0.0006
257,79,85,84,85,0.0006
90,66,85,84,85,0.0006
39,341,85,84,84,0.0006
76,360,85,85,85,0.0006
63,56,84,84,84,0.0006
72,57,84,83,83,0.0006
16,90,84,84,84,0.0006
87,365,84,83,83,0.0006
16,44,84,82,82,0.0006
360,366,84,81,81,0.0006
23,88,83,83,83,0.0006
261,87,83,83,83,0.0006
179,77,83,82,82,0.0006
347,88,83,82,82,0.0006
255,87,83,80,80,0.0006
91,0,83,83,83,0.0006
87,86,82,81,81,0.0006
180,80,82,82,82,0.0006
180,29,82,82,82,0.0006
235,44,82,81,81,0.0006
38,86,82,78,79,0.0006
186,182,82,81,82,0.0006
214,39,82,81,81,0.0006
25,84,82,81,82,0.0006
361,25,82,38,38,0.0006
78,15,82,81,81,0.0006
353,355,81,80,81,0.0006
71,76,81,81,81,0.0006
77,86,81,81,81,0.0006
361,91,81,81,81,0.0006
352,0,81,80,80,0.0006
89,247,81,81,81,0.0006
187,181,80,80,80,0.0005
57,181,80,79,79,0.0005
18,42,80,76,76,0.0005
70,212,80,79,79,0.0005
89,350,79,79,79,0.0005
25,360,79,78,78,0.0005
366,364,79,77,77,0.0005
179,80,79,79,79,0.0005
45,178,79,78,78,0.0005
18,347,79,74,74,0.0005
20,75,78,77,78,0.0005
15,347,78,78,78,0.0005
203,365,78,72,73,0.0005
361,29,78,77,77,0.0005
350,85,78,76,76,0.0005
91,88,78,77,77,0.0005
15,77,78,78,78,0.0005
257,90,78,77,77,0.0005
252,260,77,77,77,0.0005
71,80,77,77,77,0.0005
350,1,77,76,76,0.0005
73,182,77,77,77,0.0005
179,91,77,77,77,0.0005
203,28,76,74,75,0.0005
66,27,76,75,76,0.0005
35,87,76,75,76,0.0005
345,85,76,76,76,0.0005
27,250,76,75,76,0.0005
60,181,76,76,76,0.0005
24,360,75,73,73,0.0005
227,229,75,68,68,0.0005
89,29,75,75,75,0.0005
178,77,75,73,75,0.0005
178,82,75,75,75,0.0005
251,90,75,75,75,0.0005
255,90,75,75,75,0.0005
214,80,74,74,74,0.0005
38,91,74,74,74,0.0005
234,182,74,73,73,0.0005
42,27,74,70,70,0.0005
85,0,74,74,74,0.0005
200,77,74,74,74,0.0005
53,76,74,74,74,0.0005
178,91,73,73,73,0.0005
17,212,73,70,70,0.0005
29,203,73,63,66,0.0005
350,2,73,72,72,0.0005
43,83,73,72,72,0.0005
187,91,72,72,72,0.0005
76,27,72,72,72,0.0005
53,39,72,72,72,0.0005
178,42,72,69,69,0.0005
91,247,72,72,72,0.0005
14,83,72,72,72,0.0005
242,199,72,66,66,0.0005
257,15,72,71,71,0.0005
77,251,72,70,70,0.0005
14,78,72,71,72,0.0005
178,223,72,72,72,0.0005
352,2,71,71,71,0.0005
234,181,71,71,71,0.0005
189,235,71,69,69,0.0005
203,236,71,69,70,0.0005
23,178,71,70,70,0.0005
352,1,71,71,71,0.0005
82,235,71,70,71,0.0005
70,60,71,70,70,0.0005
197,89,70,69,69,0.0005
40,44,70,70,70,0.0005
18,57,70,69,69,0.0005
78,18,70,69,69,0.0005
57,182,70,69,70,0.0005
355,357,70,69,70,0.0005
60,89,69,69,69,0.0005
75,178,69,68,69,0.0005
195,18,69,69,69,0.0005
79,80,69,68,68,0.0005
41,76,69,69,69,0.0005
44,56,69,68,68,0.0005
236,223,69,69,69,0.0005
12,344,69,67,67,0.0005
187,235,68,67,67,0.0005
24,78,68,68,68,0.0005
70,83,68,68,68,0.0005
86,39,68,68,68,0.0005
86,236,68,67,67,0.0005
85,182,68,67,67,0.0005
57,360,68,66,66,0.0005
44,91,67,66,66,0.0005
261,89,67,67,67,0.0005
195,87,67,66,66,0.0005
15,360,67,67,67,0.0005
188,15,67,65,65,0.0005
244,91,67,67,67,0.0005
186,80,67,67,67,0.0005
73,83,67,67,67,0.0005
361,89,67,67,67,0.0005
236,80,67,67,67,0.0005
89,87,67,67,67,0.0005
56,235,67,66,66,0.0005
349,90,67,66,66,0.0005
14,25,67,38,38,0.0005
57,91,67,67,67,0.0005
226,360,67,65,65,0.0005
89,91,66,66,66,0.0005
180,89,66,66,66,0.0005
45,80,66,65,66,0.0005
233,56,66,64,64,0.0005
360,89,66,66,66,0.0005
41,64,66,66,66,0.0005
51,15,66,63,64,0.0005
53,226,66,66,66,0.0005
42,82,66,66,66,0.0005
18,82,65,65,65,0.0004
88,67,65,65,65,0.0004
25,63,65,50,50,0.0004
197,87,65,65,65,0.0004
196,80,65,65,65,0.0004
182,79,65,65,65,0.0004
39,83,65,65,65,0.0004
32,0,65,65,65,0.0004
82,20,64,64,64,0.0004
236,91,64,64,64,0.0004
16,80,64,62,63,0.0004
86,226,64,63,64,0.0004
71,235,64,64,64,0.0004
60,235,64,62,62,0.0004
368,88,64,63,64,0.0004
41,87,64,63,63,0.0004
88,4,64,62,62,0.0004
257,80,64,64,64,0.0004
79,212,63,63,63,0.0004
184,90,63,61,61,0.0004
55,20,63,61,61,0.0004
80,18,63,63,63,0.0004
360,91,63,63,63,0.0004
89,203,63,62,62,0.0004
343,18,63,62,62,0.0004
16,76,62,62,62,0.0004
25,354,62,62,62,0.0004
64,89,62,60,60,0.0004
363,79,62,62,62,0.0004
221,63,62,61,62,0.0004
55,15,62,61,61,0.0004
256,14,62,60,62,0.0004
350,91,62,61,62,0.0004
17,64,62,61,61,0.0004
195,15,62,62,62,0.0004
199,200,61,59,59,0.0004
238,56,61,60,61,0.0004
84,42,61,61,61,0.0004
196,87,61,61,61,0.0004
201,360,61,61,61,0.0004
181,82,61,61,61,0.0004
45,90,60,59,59,0.0004
191,91,60,60,60,0.0004
76,87,60,59,59,0.0004
357,360,60,59,59,0.0004
43,251,60,60,60,0.0004
24,84,60,60,60,0.0004
187,80,60,60,60,0.0004
69,226,60,60,60,0.0004
86,91,60,60,60,0.0004
199,78,60,60,60,0.0004
196,76,60,59,59,0.0004
50,83,60,60,60,0.0004
65,226,60,60,60,0.0004
184,185,59,58,58,0.0004
91,203,59,58,58,0.0004
357,80,59,59,59,0.0004
60,77,59,58,58,0.0004
364,366,59,58,58,0.0004
194,87,59,59,59,0.0004
200,83,59,57,57,0.0004
238,76,59,59,59,0.0004
39,89,59,58,58,0.0004
80,78,59,59,59,0.0004
180,251,59,59,59,0.0004
236,76,59,59,59,0.0004
238,18,59,58,58,0.0004
41,63,58,57,57,0.0004
213,88,58,57,57,0.0004
349,88,58,58,58,0.0004
178,18,58,54,54,0.0004
66,87,58,58,58,0.0004
19,88,58,58,58,0.0004
214,20,58,57,58,0.0004
74,83,58,58,58,0.0004
73,91,58,58,58,0.0004
29,20,58,42,42,0.0004
60,29,58,57,57,0.0004
90,68,57,55,55,0.0004
182,77,57,57,57,0.0004
360,362,57,56,56,0.0004
357,79,57,57,57,0.0004
27,1,57,57,57,0.0004
71,44,57,57,57,0.0004
45,87,56,56,56,0.0004
87,203,56,56,56,0.0004
75,24,56,56,56,0.0004
181,88,56,53,53,0.0004
87,252,56,56,56,0.0004
60,24,56,56,56,0.0004
259,88,56,56,56,0.0004
64,181,56,56,56,0.0004
15,89,56,56,56,0.0004
32,69,55,54,55,0.0004
254,88,55,54,54,0.0004
194,20,55,55,55,0.0004
91,90,55,55,55,0.0004
69,79,55,55,55,0.0004
183,200,55,51,51,0.0004
45,76,55,55,55,0.0004
183,201,55,54,54,0.0004
73,212,55,55,55,0.0004
80,44,55,55,55,0.0004
195,89,54,54,54,0.0004
53,237,54,54,54,0.0004
178,83,54,54,54,0.0004
234,91,54,54,54,0.0004
41,79,54,54,54,0.0004
191,199,54,51,51,0.0004
85,80,54,54,54,0.0004
230,42,54,51,51,0.0004
255,182,54,54,54,0.0004
23,16,54,54,54,0.0004
245,56,54,51,51,0.0004
72,212,54,54,54,0.0004
179,83,54,53,53,0.0004
368,85,54,54,54,0.0004
71,181,54,53,53,0.0004
76,235,54,54,54,0.0004
57,56,53,52,52,0.0004
349,15,53,53,53,0.0004
363,90,53,53,53,0.0004
75,14,53,52,52,0.0004
42,25,53,32,32,0.0004
255,77,53,52,52,0.0004
367,368,52,52,52,0.0004
188,79,52,51,51,0.0004
255,235,52,48,48,0.0004
89,365,52,51,51,0.0004
51,20,52,52,52,0.0004
28,250,52,52,52,0.0004
257,89,52,52,52,0.0004
60,91,52,52,52,0.0004
91,354,52,51,51,0.0004
43,64,52,52,52,0.0004
222,18,52,51,51,0.0004
51,18,52,52,52,0.0004
91,202,51,49,49,0.0003
194,76,51,50,50,0.0003
235,56,51,51,51,0.0003
39,82,51,51,51,0.0003
235,82,51,51,51,0.0003
25,223,51,51,51,0.0003
42,53,51,51,51,0.0003
85,350,51,51,51,0.0003
56,360,51,51,51,0.0003
235,212,51,48,49,0.0003
256,90,51,50,50,0.0003
256,88,50,50,50,0.0003
67,84,50,50,50,0.0003
27,2,50,50,50,0.0003
245,182,50,49,49,0.0003
200,56,50,50,50,0.0003
72,83,50,49,49,0.0003
257,226,50,50,50,0.0003
21,25,50,34,34,0.0003
242,183,49,46,46,0.0003
246,39,49,49,49,0.0003
195,76,49,49,49,0.0003
91,89,49,49,49,0.0003
363,360,49,49,49,0.0003
182,89,49,48,48,0.0003
64,80,49,48,49,0.0003
53,77,49,49,49,0.0003
91,29,49,49,49,0.0003
41,226,49,49,49,0.0003
35,85,49,49,49,0.0003
28,91,49,49,49,0.0003
73,77,48,47,48,0.0003
71,77,48,48,48,0.0003
360,369,48,48,48,0.0003
40,91,48,48,48,0.0003
254,91,48,48,48,0.0003
201,199,48,43,43,0.0003
65,76,48,48,48,0.0003
361,27,48,46,46,0.0003
16,89,47,47,47,0.0003
233,89,47,47,47,0.0003
74,60,47,46,46,0.0003
20,15,47,47,47,0.0003
83,88,47,47,47,0.0003
77,89,47,47,47,0.0003
85,86,47,47,47,0.0003
74,64,47,47,47,0.0003
245,55,47,44,44,0.0003
200,182,47,46,47,0.0003
363,77,47,47,47,0.0003
199,201,47,46,46,0.0003
257,87,47,46,47,0.0003
220,24,47,46,46,0.0003
178,85,46,46,46,0.0003
89,0,46,46,46,0.0003
20,85,46,46,46,0.0003
79,64,46,45,45,0.0003
45,226,46,46,46,0.0003
86,178,46,45,45,0.0003
255,76,46,45,45,0.0003
68,67,46,46,46,0.0003
76,212,46,46,46,0.0003
197,360,46,45,46,0.0003
213,222,46,46,46,0.0003
85,360,46,45,46,0.0003
73,63,46,46,46,0.0003
255,181,45,45,45,0.0003
179,25,45,24,24,0.0003
64,77,45,45,45,0.0003
66,28,45,45,45,0.0003
45,44,45,42,42,0.0003
23,87,45,45,45,0.0003
180,360,45,45,45,0.0003
180,91,45,45,45,0.0003
53,89,45,45,45,0.0003
21,347,44,44,44,0.0003
366,367,44,43,43,0.0003
82,27,44,44,44,0.0003
51,178,44,42,42,0.0003
357,182,44,44,44,0.0003
24,82,44,44,44,0.0003
29,1,44,44,44,0.0003
66,91,44,44,44,0.0003
238,29,44,44,44,0.0003
219,29,43,42,42,0.0003
188,181,43,42,43,0.0003
21,63,43,42,42,0.0003
212,60,43,42,42,0.0003
242,200,43,42,42,0.0003
365,89,43,43,43,0.0003
16,77,43,43,43,0.0003
368,90,43,43,43,0.0003
42,365,43,42,42,0.0003
240,91,43,42,43,0.0003
79,56,43,43,43,0.0003
189,18,42,42,42,0.0003
217,222,42,36,36,0.0003
258,178,42,42,42,0.0003
23,20,42,42,42,0.0003
357,235,42,41,41,0.0003
188,24,42,42,42,0.0003
345,86,42,42,42,0.0003
195,79,42,40,40,0.0003
23,77,42,42,42,0.0003
345,87,42,40,41,0.0003
85,43,41,41,41,0.0003
247,27,41,41,41,0.0003
196,91,41,40,41,0.0003
343,20,41,40,40,0.0003
257,76,41,41,41,0.0003
79,86,41,41,41,0.0003
236,252,41,41,41,0.0003
221,56,41,40,40,0.0003
70,64,41,41,41,0.0003
200,199,40,37,37,0.0003
246,29,40,40,40,0.0003
73,57,40,40,40,0.0003
227,230,40,37,37,0.0003
20,360,40,40,40,0.0003
214,77,40,40,40,0.0003
261,90,40,39,39,0.0003
69,76,40,40,40,0.0003
259,18,40,39,39,0.0003
343,15,40,40,40,0.0003
193,27,40,40,40,0.0003
16,347,40,40,40,0.0003
196,24,40,39,40,0.0003
254,87,40,40,40,0.0003
239,91,39,39,39,0.0003
244,235,39,36,36,0.0003
60,82,39,39,39,0.0003
254,15,39,39,39,0.0003
23,15,39,39,39,0.0003
223,239,39,38,38,0.0003
79,77,39,39,39,0.0003
80,28,39,38,38,0.0003
196,82,39,38,38,0.0003
343,88,39,39,39,0.0003
72,64,39,39,39,0.0003
180,182,39,39,39,0.0003
238,88,39,39,39,0.0003
201,82,38,36,36,0.0003
344,85,38,38,38,0.0003
219,39,38,38,38,0.0003
189,88,38,38,38,0.0003
199,64,38,38,38,0.0003
199,83,38,38,38,0.0003
71,56,38,37,37,0.0003
244,350,38,36,36,0.0003
183,80,38,37,37,0.0003
187,77,38,38,38,0.0003
82,182,38,38,38,0.0003
194,91,38,38,38,0.0003
223,229,38,38,38,0.0003
41,90,38,38,38,0.0003
229,252,37,37,37,0.0003
67,226,37,37,37,0.0003
257,29,37,36,37,0.0003
87,202,37,37,37,0.0003
18,78,37,36,36,0.0003
19,39,37,37,37,0.0003
43,78,37,37,37,0.0003
80,77,37,37,37,0.0003
44,212,37,37,37,0.0003
15,91,37,37,37,0.0003
84,252,37,36,36,0.0003
252,259,37,37,37,0.0003
349,20,37,37,37,0.0003
226,242,37,37,37,0.0003
91,350,37,36,37,0.0003
84,15,36,36,36,0.0002
71,57,36,36,36,0.0002
29,2,36,34,34,0.0002
246,44,36,35,35,0.0002
188,235,36,36,36,0.0002
233,57,36,35,35,0.0002
213,218,36,36,36,0.0002
214,91,36,36,36,0.0002
197,251,36,35,35,0.0002
63,44,36,36,36,0.0002
187,24,36,36,36,0.0002
349,39,35,35,35,0.0002
255,360,35,35,35,0.0002
366,91,35,34,34,0.0002
71,89,35,34,34,0.0002
77,87,35,34,34,0.0002
214,89,35,35,35,0.0002
15,82,35,35,35,0.0002
15,41,35,33,33,0.0002
85,181,35,35,35,0.0002
361,78,35,35,35,0.0002
39,361,35,28,28,0.0002
82,360,35,35,35,0.0002
228,242,34,29,29,0.0002
225,240,34,34,34,0.0002
85,66,34,34,34,0.0002
215,217,34,33,33,0.0002
44,29,34,34,34,0.0002
197,80,34,33,33,0.0002
229,14,34,32,32,0.0002
42,78,34,33,33,0.0002
189,24,34,31,31,0.0002
343,39,34,34,34,0.0002
178,16,33,31,31,0.0002
23,79,33,33,33,0.0002
56,63,33,32,33,0.0002
71,91,33,33,33,0.0002
44,78,33,33,33,0.0002
188,56,33,33,33,0.0002
200,245,33,33,33,0.0002
83,252,33,33,33,0.0002
64,82,32,32,32,0.0002
42,83,32,32,32,0.0002
182,80,32,31,31,0.0002
358,223,32,31,31,0.0002
244,360,32,31,31,0.0002
366,236,32,30,30,0.0002
80,252,32,32,32,0.0002
180,181,32,31,32,0.0002
236,77,32,32,32,0.0002
14,53,32,32,32,0.0002
80,181,32,32,32,0.0002
182,91,32,32,32,0.0002
192,193,32,32,32,0.0002
65,84,32,32,32,0.0002
80,235,32,32,32,0.0002
255,80,32,32,32,0.0002
235,365,32,32,32,0.0002
69,84,32,32,32,0.0002
179,85,32,32,32,0.0002
201,83,32,32,32,0.0002
257,77,32,32,32,0.0002
49,178,32,31,31,0.0002
51,88,32,32,32,0.0002
347,226,31,31,31,0.0002
363,182,31,31,31,0.0002
55,39,31,31,31,0.0002
51,226,31,31,31,0.0002
203,67,31,29,29,0.0002
180,60,31,30,31,0.0002
363,80,31,31,31,0.0002
235,83,31,31,31,0.0002
234,89,31,31,31,0.0002
247,28,31,30,31,0.0002
41,77,31,31,31,0.0002
44,82,31,31,31,0.0002
356,1,31,31,31,0.0002
44,83,30,30,30,0.0002
369,85,30,30,30,0.0002
180,82,30,30,30,0.0002
356,2,30,30,30,0.0002
343,226,30,30,30,0.0002
90,193,30,30,30,0.0002
252,256,30,30,30,0.0002
53,79,30,30,30,0.0002
76,80,30,30,30,0.0002
357,76,30,30,30,0.0002
57,78,30,28,28,0.0002
72,78,30,30,30,0.0002
368,365,30,29,29,0.0002
71,182,30,30,30,0.0002
186,64,30,30,30,0.0002
251,87,30,30,30,0.0002
365,361,30,29,29,0.0002
18,244,30,27,27,0.0002
51,90,29,29,29,0.0002
20,44,29,29,29,0.0002
253,203,29,25,25,0.0002
197,82,29,28,28,0.0002
27,0,29,29,29,0.0002
253,90,29,29,29,0.0002
24,354,29,29,29,0.0002
63,78,29,29,29,0.0002
189,15,29,29,29,0.0002
259,90,29,29,29,0.0002
368,86,29,29,29,0.0002
17,88,29,29,29,0.0002
222,15,29,27,27,0.0002
214,15,29,29,29,0.0002
257,82,29,29,29,0.0002
69,223,29,29,29,0.0002
264,15,29,26,26,0.0002
65,223,29,29,29,0.0002
361,82,29,29,29,0.0002
178,20,29,24,24,0.0002
180,44,29,29,29,0.0002
365,367,29,29,29,0.0002
219,245,29,28,28,0.0002
82,44,29,29,29,0.0002
199,57,29,29,29,0.0002
19,79,28,28,28,0.0002
55,88,28,28,28,0.0002
245,64,28,28,28,0.0002
368,87,28,28,28,0.0002
45,56,28,28,28,0.0002
56,78,28,28,28,0.0002
369,88,28,28,28,0.0002
223,227,28,25,25,0.0002
200,223,28,28,28,0.0002
197,63,28,28,28,0.0002
201,212,28,28,28,0.0002
75,15,28,28,28,0.0002
88,80,28,26,26,0.0002
84,27,28,28,28,0.0002
251,86,28,28,28,0.0002
64,91,28,28,28,0.0002
69,77,28,28,28,0.0002
63,64,28,27,27,0.0002
18,83,28,27,28,0.0002
181,85,27,27,27,0.0002
347,87,27,27,27,0.0002
200,60,27,27,27,0.0002
20,249,27,27,27,0.0002
344,88,27,27,27,0.0002
363,181,27,26,26,0.0002
187,251,27,27,27,0.0002
25,76,27,27,27,0.0002
21,82,27,27,27,0.0002
188,89,27,27,27,0.0002
67,79,27,27,27,0.0002
178,86,27,27,27,0.0002
43,85,27,27,27,0.0002
19,76,27,27,27,0.0002
85,67,27,27,27,0.0002
87,67,27,27,27,0.0002
254,181,26,26,26,0.0002
40,365,26,26,26,0.0002
42,236,26,25,25,0.0002
91,4,26,26,26,0.0002
196,83,26,26,26,0.0002
361,212,26,26,26,0.0002
51,87,26,26,26,0.0002
67,76,26,26,26,0.0002
79,28,26,26,26,0.0002
88,344,26,26,26,0.0002
63,245,26,26,26,0.0002
349,24,26,25,26,0.0002
202,28,26,26,26,0.0002
60,360,26,26,26,0.0002
199,56,26,26,26,0.0002
39,85,26,26,26,0.0002
39,235,26,26,26,0.0002
86,18,26,26,26,0.0002
366,223,26,25,25,0.0002
235,251,26,26,26,0.0002
87,91,26,26,26,0.0002
197,91,26,26,26,0.0002
23,90,26,26,26,0.0002
43,55,26,26,26,0.0002
242,201,26,26,26,0.0002
29,245,26,25,25,0.0002
85,65,26,25,25,0.0002
89,223,26,26,26,0.0002
53,82,26,26,26,0.0002
90,0,26,26,26,0.0002
45,57,25,24,25,0.0002
366,354,25,24,24,0.0002
234,29,25,24,24,0.0002
193,195,25,25,25,0.0002
182,82,25,25,25,0.0002
366,0,25,25,25,0.0002
245,360,25,25,25,0.0002
65,79,25,25,25,0.0002
42,347,25,25,25,0.0002
189,20,25,24,24,0.0002
63,60,25,25,25,0.0002
238,79,25,25,25,0.0002
64,235,25,25,25,0.0002
83,86,25,25,25,0.0002
71,212,25,25,25,0.0002
251,27,25,25,25,0.0002
86,15,25,25,25,0.0002
203,27,25,25,25,0.0002
75,18,25,25,25,0.0002
364,88,24,24,24,0.0002
44,182,24,24,24,0.0002
45,77,24,24,24,0.0002
84,85,24,24,24,0.0002
41,181,24,24,24,0.0002
235,245,24,24,24,0.0002
259,24,24,24,24,0.0002
345,2,24,24,24,0.0002
194,80,24,24,24,0.0002
80,90,24,24,24,0.0002
39,53,24,23,23,0.0002
49,39,24,24,24,0.0002
79,60,24,24,24,0.0002
186,77,24,24,24,0.0002
88,181,24,24,24,0.0002
185,29,24,24,24,0.0002
20,251,24,21,21,0.0002
258,39,24,23,23,0.0002
178,214,24,24,24,0.0002
77,365,24,24,24,0.0002
345,89,24,24,24,0.0002
15,40,24,24,24,0.0002
91,365,24,24,24,0.0002
41,245,24,24,24,0.0002
45,63,24,23,23,0.0002
202,350,24,24,24,0.0002
186,83,24,24,24,0.0002
212,64,23,23,23,0.0002
254,39,23,23,23,0.0002
364,29,23,23,23,0.0002
365,226,23,22,22,0.0002
85,69,23,23,23,0.0002
185,184,23,23,23,0.0002
178,15,23,22,22,0.0002
76,57,23,23,23,0.0002
191,200,23,23,23,0.0002
238,20,23,23,23,0.0002
349,235,23,23,23,0.0002
180,212,23,22,22,0.0002
234,56,23,23,23,0.0002
192,90,23,23,23,0.0002
82,212,23,23,23,0.0002
44,245,23,23,23,0.0002
45,237,23,23,23,0.0002
60,182,23,23,23,0.0002
253,28,23,20,20,0.0002
197,83,23,23,23,0.0002
80,75,23,23,23,0.0002
45,29,23,23,23,0.0002
24,75,22,22,22,0.0002
74,63,22,22,22,0.0002
213,212,22,21,21,0.0002
76,56,22,22,22,0.0002
363,235,22,22,22,0.0002
68,223,22,22,22,0.0002
199,75,22,22,22,0.0002
82,80,22,22,22,0.0002
341,88,22,22,22,0.0002
256,91,22,22,22,0.0002
40,83,22,22,22,0.0002
12,69,22,20,20,0.0002
202,27,22,22,22,0.0002
45,89,22,22,22,0.0002
87,181,22,19,19,0.0002
32,365,22,22,22,0.0002
245,53,22,21,22,0.0002
219,24,22,22,22,0.0002
89,202,22,22,22,0.0002
264,39,22,21,21,0.0002
188,87,22,21,21,0.0002
27,223,22,22,22,0.0002
196,56,22,22,22,0.0002
344,89,22,22,22,0.0002
178,40,22,22,22,0.0002
69,80,22,22,22,0.0002
85,235,22,22,22,0.0002
76,64,22,22,22,0.0002
91,85,22,22,22,0.0002
16,82,21,21,21,0.0001
82,56,21,21,21,0.0001
178,64,21,20,20,0.0001
238,87,21,21,21,0.0001
70,78,21,21,21,0.0001
18,234,21,20,20,0.0001
354,1,21,21,21,0.0001
223,226,21,21,21,0.0001
80,226,21,21,21,0.0001
55,24,21,21,21,0.0001
186,60,21,20,20,0.0001
347,350,21,21,21,0.0001
345,76,21,21,21,0.0001
55,76,21,21,21,0.0001
251,89,21,21,21,0.0001
32,65,21,21,21,0.0001
201,44,21,21,21,0.0001
84,178,21,21,21,0.0001
354,2,21,21,21,0.0001
82,85,21,21,21,0.0001
204,29,21,21,21,0.0001
16,91,21,21,21,0.0001
214,181,21,21,21,0.0001
182,251,21,21,21,0.0001
15,57,21,21,21,0.0001
77,360,21,21,21,0.0001
87,20,20,20,20,0.0001
245,88,20,20,20,0.0001
245,212,20,20,20,0.0001
44,64,20,20,20,0.0001
221,29,20,20,20,0.0001
80,20,20,20,20,0.0001
344,0,20,20,20,0.0001
86,223,20,20,20,0.0001
194,82,20,20,20,0.0001
65,354,20,20,20,0.0001
252,27,20,20,20,0.0001
40,16,20,20,20,0.0001
19,87,20,20,20,0.0001
19,90,20,20,20,0.0001
19,80,20,20,20,0.0001
80,365,20,20,20,0.0001
215,219,20,20,20,0.0001
