from_state,to_state,transition_count,replay_count,player_count,pct_of_all_transitions
197,20,917,833,854,0.0063
14,79,917,854,880,0.0063
233,88,914,838,859,0.0062
358,91,914,828,862,0.0062
186,235,911,809,834,0.0062
91,183,910,843,872,0.0062
90,354,904,836,862,0.0062
91,199,904,821,852,0.0062
180,178,903,827,850,0.0062
60,18,901,821,844,0.0062
65,87,900,815,850,0.0061
85,14,900,828,862,0.0061
214,88,896,826,849,0.0061
87,2,895,841,874,0.0061
74,79,892,826,854,0.0061
79,87,892,838,862,0.0061
346,29,889,793,823,0.0061
39,77,888,835,856,0.0061
255,20,886,807,826,0.006
228,241,885,752,765,0.006
27,87,881,814,844,0.006
17,24,880,805,832,0.006
24,236,880,806,823,0.006
38,344,880,803,826,0.006
86,88,877,818,842,0.006
187,88,876,810,833,0.006
85,79,874,826,844,0.006
178,88,868,801,826,0.0059
255,39,866,662,675,0.0059
263,88,863,800,823,0.0059
50,87,857,780,808,0.0059
42,60,857,782,805,0.0059
72,87,850,795,822,0.0058
74,76,850,798,821,0.0058
44,24,850,777,795,0.0058
226,224,844,777,799,0.0058
184,29,839,773,794,0.0057
14,87,839,786,805,0.0057
89,201,837,774,803,0.0057
180,15,837,788,810,0.0057
29,0,835,779,801,0.0057
235,79,833,778,797,0.0057
42,80,830,761,778,0.0057
25,350,829,722,746,0.0057
181,212,826,762,779,0.0056
26,29,825,753,779,0.0056
357,39,825,774,790,0.0056
197,90,823,767,789,0.0056
23,14,821,748,775,0.0056
180,18,819,759,787,0.0056
201,88,818,770,783,0.0056
76,88,817,770,792,0.0056
253,254,815,740,763,0.0056
50,90,813,737,779,0.0056
187,20,809,766,781,0.0055
200,18,804,739,762,0.0055
70,87,804,751,777,0.0055
57,76,802,754,767,0.0055
50,29,801,741,766,0.0055
43,56,800,723,742,0.0055
72,76,799,739,761,0.0055
73,16,796,585,594,0.0054
28,344,795,659,678,0.0054
57,88,794,741,768,0.0054
20,82,792,759,778,0.0054
70,29,792,721,742,0.0054
244,43,790,640,645,0.0054
73,360,788,730,749,0.0054
64,178,786,737,760,0.0054
212,15,784,725,737,0.0054
197,18,780,698,721,0.0053
21,87,778,721,744,0.0053
247,0,777,729,748,0.0053
44,237,776,619,731,0.0053
244,88,774,719,743,0.0053
360,226,771,729,744,0.0053
39,79,769,720,740,0.0053
351,2,768,704,724,0.0052
85,76,766,716,738,0.0052
27,14,762,640,664,0.0052
203,354,761,673,710,0.0052
196,90,761,702,717,0.0052
74,235,759,664,679,0.0052
73,29,757,678,694,0.0052
56,89,756,710,728,0.0052
17,16,755,689,707,0.0052
41,44,754,699,719,0.0051
72,79,752,711,733,0.0051
43,80,751,712,734,0.0051
351,348,749,583,646,0.0051
351,87,745,708,716,0.0051
261,42,745,667,688,0.0051
347,348,744,683,704,0.0051
39,20,743,624,636,0.0051
183,89,742,700,715,0.0051
199,79,740,690,708,0.0051
192,195,738,691,701,0.005
26,88,738,702,717,0.005
186,90,736,663,691,0.005
18,90,735,701,714,0.005
201,235,730,672,695,0.005
244,68,726,624,636,0.005
74,87,726,690,703,0.005
86,28,725,670,685,0.005
363,20,723,666,680,0.0049
179,88,721,685,699,0.0049
183,189,720,672,693,0.0049
352,87,720,683,704,0.0049
71,15,719,682,696,0.0049
15,88,716,678,693,0.0049
50,76,716,675,691,0.0049
361,76,713,688,697,0.0049
351,86,712,675,689,0.0049
233,226,711,648,665,0.0049
42,63,711,670,685,0.0049
88,89,711,680,692,0.0049
191,88,708,671,691,0.0048
40,63,707,629,643,0.0048
201,20,706,669,681,0.0048
85,178,705,665,679,0.0048
193,192,705,655,674,0.0048
15,63,702,632,652,0.0048
235,87,701,659,677,0.0048
86,354,701,648,659,0.0048
363,178,699,655,677,0.0048
236,88,696,669,682,0.0048
74,56,694,634,655,0.0047
64,18,693,656,672,0.0047
14,80,690,659,668,0.0047
186,88,688,630,642,0.0047
212,77,688,644,657,0.0047
88,247,684,642,662,0.0047
20,212,681,522,522,0.0046
25,226,681,642,662,0.0046
235,90,674,622,638,0.0046
25,91,671,641,651,0.0046
195,226,667,627,642,0.0046
17,20,664,541,545,0.0045
200,20,663,617,632,0.0045
200,29,662,621,639,0.0045
29,86,660,624,638,0.0045
70,79,659,617,631,0.0045
45,18,658,612,623,0.0045
234,15,656,611,622,0.0045
50,79,652,625,635,0.0045
351,1,649,616,624,0.0044
88,87,648,617,629,0.0044
40,77,647,611,618,0.0044
65,28,646,598,607,0.0044
361,88,644,605,624,0.0044
220,15,642,574,581,0.0044
188,226,642,593,603,0.0044
199,89,641,608,625,0.0044
87,88,640,614,627,0.0044
89,88,636,607,623,0.0043
16,55,636,590,604,0.0043
244,85,635,593,606,0.0043
70,80,633,598,617,0.0043
15,55,630,588,594,0.0043
67,0,630,593,606,0.0043
201,18,628,589,610,0.0043
13,344,624,413,419,0.0043
32,42,624,592,605,0.0043
72,235,621,559,569,0.0042
245,29,620,574,585,0.0042
69,0,619,589,599,0.0042
79,76,619,590,604,0.0042
44,88,618,592,605,0.0042
180,39,618,577,588,0.0042
214,14,618,581,596,0.0042
70,181,618,586,601,0.0042
195,14,617,592,604,0.0042
178,251,616,568,584,0.0042
70,235,615,542,547,0.0042
73,24,614,569,583,0.0042
213,220,614,552,565,0.0042
358,89,613,573,588,0.0042
79,226,613,581,595,0.0042
20,91,610,577,588,0.0042
356,89,610,592,601,0.0042
76,24,608,585,592,0.0042
43,77,608,577,591,0.0042
235,20,607,576,585,0.0041
85,88,607,584,597,0.0041
80,251,603,573,589,0.0041
24,77,603,569,584,0.0041
18,76,601,563,580,0.0041
74,80,601,563,580,0.0041
29,43,600,521,533,0.0041
178,14,599,370,370,0.0041
41,20,598,487,492,0.0041
192,196,597,565,578,0.0041
38,2,592,560,576,0.004
212,91,590,563,574,0.004
88,354,590,565,575,0.004
203,350,589,535,552,0.004
201,76,587,552,567,0.004
361,90,586,560,573,0.004
188,14,585,537,551,0.004
188,178,583,555,563,0.004
356,90,583,520,560,0.004
24,27,582,527,544,0.004
56,87,580,549,559,0.004
235,76,579,543,551,0.004
24,80,578,545,557,0.0039
197,235,577,541,548,0.0039
70,44,576,524,537,0.0039
63,24,575,544,554,0.0039
85,15,575,555,564,0.0039
56,76,570,532,546,0.0039
194,39,570,541,546,0.0039
40,76,568,542,551,0.0039
72,56,567,520,534,0.0039
63,80,567,537,546,0.0039
43,91,567,545,554,0.0039
73,245,566,525,534,0.0039
65,27,566,538,544,0.0039
64,226,565,538,546,0.0039
50,56,563,523,532,0.0038
199,235,563,515,524,0.0038
38,1,563,542,548,0.0038
60,88,561,531,543,0.0038
40,64,560,532,537,0.0038
26,66,558,535,547,0.0038
186,29,558,530,538,0.0038
72,80,557,533,545,0.0038
235,80,556,530,542,0.0038
57,87,555,539,543,0.0038
79,82,555,535,544,0.0038
14,360,553,499,508,0.0038
212,89,552,525,534,0.0038
197,24,551,510,517,0.0038
369,364,550,477,486,0.0038
255,15,550,520,524,0.0038
363,15,549,527,537,0.0037
67,91,547,519,535,0.0037
194,14,547,517,533,0.0037
43,57,546,513,517,0.0037
201,39,546,524,530,0.0037
39,88,545,516,531,0.0037
43,235,543,505,517,0.0037
234,88,542,516,526,0.0037
72,245,541,514,524,0.0037
44,226,541,508,523,0.0037
357,88,540,510,521,0.0037
90,350,540,510,523,0.0037
233,87,537,514,521,0.0037
18,79,537,515,521,0.0037
63,235,535,486,499,0.0037
363,18,531,509,516,0.0036
38,69,528,489,500,0.0036
188,39,525,491,503,0.0036
343,14,525,493,505,0.0036
183,188,525,506,510,0.0036
88,85,524,497,506,0.0036
361,87,524,503,509,0.0036
224,239,521,497,505,0.0036
57,226,519,498,509,0.0035
199,87,519,498,509,0.0035
252,262,518,496,507,0.0035
14,341,518,480,493,0.0035
91,27,516,492,503,0.0035
40,79,516,491,497,0.0035
187,79,514,478,484,0.0035
233,90,514,484,494,0.0035
45,20,511,479,491,0.0035
42,64,508,478,487,0.0035
17,29,508,464,471,0.0035
64,14,508,478,490,0.0035
344,42,506,411,414,0.0035
187,15,505,479,488,0.0034
65,91,505,480,494,0.0034
68,86,503,486,491,0.0034
252,14,501,442,469,0.0034
89,2,500,485,492,0.0034
29,89,499,482,492,0.0034
189,178,498,477,483,0.0034
27,203,497,433,457,0.0034
43,182,494,466,473,0.0034
39,90,493,462,472,0.0034
44,90,492,469,479,0.0034
38,88,490,469,479,0.0033
89,1,489,472,483,0.0033
78,42,489,449,460,0.0033
352,90,486,475,480,0.0033
350,88,480,471,472,0.0033
18,51,477,453,461,0.0033
246,18,476,433,442,0.0033
56,80,475,453,465,0.0032
14,45,474,444,457,0.0032
50,237,474,443,464,0.0032
80,86,473,450,461,0.0032
57,18,473,445,450,0.0032
360,76,468,455,463,0.0032
234,226,468,437,446,0.0032
219,15,467,441,445,0.0032
57,90,467,444,454,0.0032
192,197,465,445,450,0.0032
38,191,464,452,457,0.0032
18,87,464,453,458,0.0032
85,28,464,448,453,0.0032
199,76,463,442,451,0.0032
186,360,463,437,445,0.0032
349,14,461,439,447,0.0031
16,56,460,422,427,0.0031
42,77,460,443,449,0.0031
356,359,460,428,440,0.0031
27,89,460,449,455,0.0031
79,181,455,437,446,0.0031
50,44,455,433,439,0.0031
14,181,454,436,446,0.0031
233,360,454,428,434,0.0031
15,60,452,430,442,0.0031
90,2,451,429,438,0.0031
88,203,450,424,435,0.0031
40,60,449,417,423,0.0031
57,237,449,383,427,0.0031
201,15,449,433,442,0.0031
189,251,448,424,430,0.0031
21,245,444,432,436,0.003
352,91,442,427,428,0.003
197,15,442,418,428,0.003
186,181,441,428,431,0.003
44,87,441,423,433,0.003
14,77,441,424,428,0.003
212,181,439,423,429,0.003
18,64,437,424,428,0.003
359,35,433,401,413,0.003
43,89,433,417,425,0.003
72,181,432,420,426,0.0029
178,90,430,414,423,0.0029
226,240,429,406,409,0.0029
363,39,429,411,416,0.0029
179,251,429,415,422,0.0029
21,214,426,415,417,0.0029
24,91,425,407,414,0.0029
74,245,425,392,397,0.0029
79,18,424,410,414,0.0029
196,88,424,404,408,0.0029
74,181,422,405,413,0.0029
351,91,420,406,413,0.0029
212,235,419,392,403,0.0029
358,86,419,404,408,0.0029
213,219,419,393,394,0.0029
28,32,418,405,412,0.0029
60,90,416,386,394,0.0028
197,39,416,397,406,0.0028
69,87,415,397,402,0.0028
253,258,414,393,399,0.0028
199,181,414,398,403,0.0028
35,88,412,402,405,0.0028
214,178,411,398,401,0.0028
44,76,409,399,407,0.0028
15,64,408,396,398,0.0028
358,85,407,396,401,0.0028
19,21,407,386,389,0.0028
244,252,407,347,363,0.0028
189,29,405,382,386,0.0028
221,39,400,354,362,0.0027
226,239,400,378,379,0.0027
200,76,399,384,391,0.0027
42,57,398,380,387,0.0027
70,77,397,380,387,0.0027
53,18,397,372,378,0.0027
86,90,395,385,388,0.0027
178,29,393,377,383,0.0027
20,83,391,375,379,0.0027
55,18,391,374,377,0.0027
263,89,390,367,372,0.0027
56,83,390,379,383,0.0027
186,89,389,377,380,0.0027
77,29,388,370,373,0.0026
50,63,387,378,379,0.0026
82,39,387,378,384,0.0026
82,14,386,378,383,0.0026
200,15,385,368,372,0.0026
41,39,384,289,295,0.0026
200,235,383,366,372,0.0026
90,226,382,359,363,0.0026
91,201,381,367,371,0.0026
360,87,380,368,371,0.0026
351,85,379,362,367,0.0026
79,251,378,363,372,0.0026
53,20,378,363,365,0.0026
200,181,377,361,369,0.0026
26,86,376,363,368,0.0026
261,29,376,340,345,0.0026
21,79,374,364,367,0.0026
361,79,374,366,369,0.0026
21,20,374,291,291,0.0026
26,90,373,358,366,0.0025
15,212,372,355,356,0.0025
85,18,370,359,362,0.0025
29,87,369,356,364,0.0025
18,181,368,359,364,0.0025
66,42,368,358,360,0.0025
253,14,368,328,347,0.0025
360,90,367,358,361,0.0025
87,90,367,350,355,0.0025
64,20,366,352,357,0.0025
45,15,365,346,348,0.0025
186,79,365,343,348,0.0025
259,20,364,354,358,0.0025
64,88,364,355,357,0.0025
76,15,364,354,361,0.0025
79,85,363,355,360,0.0025
357,20,362,346,354,0.0025
28,85,362,357,357,0.0025
357,18,360,351,353,0.0025
361,366,359,345,346,0.0025
69,91,359,352,356,0.0025
14,264,358,228,242,0.0024
73,56,358,345,348,0.0024
183,86,357,345,348,0.0024
16,88,357,350,352,0.0024
41,178,357,340,343,0.0024
40,29,355,342,346,0.0024
90,1,354,347,349,0.0024
24,350,353,283,286,0.0024
28,14,353,305,311,0.0024
72,77,352,325,338,0.0024
199,24,352,342,343,0.0024
71,88,352,345,347,0.0024
263,85,349,341,343,0.0024
236,90,348,338,341,0.0024
238,39,348,300,330,0.0024
244,86,347,338,340,0.0024
68,90,346,333,339,0.0024
77,27,346,337,343,0.0024
199,80,346,338,342,0.0024
182,88,345,334,338,0.0024
86,89,344,333,337,0.0023
15,226,342,337,339,0.0023
79,15,341,329,334,0.0023
73,226,341,329,333,0.0023
17,53,338,320,323,0.0023
63,89,337,333,334,0.0023
186,18,336,323,327,0.0023
21,77,336,328,332,0.0023
181,79,335,320,327,0.0023
87,0,335,323,327,0.0023
42,341,334,314,320,0.0023
245,24,334,316,322,0.0023
201,79,334,327,330,0.0023
253,256,333,317,320,0.0023
365,90,332,319,326,0.0023
67,27,330,325,327,0.0023
29,223,330,322,326,0.0023
64,90,329,318,325,0.0022
87,28,328,316,321,0.0022
364,363,328,320,322,0.0022
38,68,327,304,313,0.0022
219,20,326,314,317,0.0022
66,88,325,314,321,0.0022
233,76,323,314,319,0.0022
235,77,323,316,318,0.0022
38,65,323,309,313,0.0022
57,77,323,313,317,0.0022
212,24,322,307,311,0.0022
91,200,320,307,313,0.0022
191,87,320,313,315,0.0022
39,347,319,306,309,0.0022
53,15,316,273,277,0.0022
50,77,316,306,310,0.0022
77,24,315,307,308,0.0022
216,222,313,284,289,0.0021
24,89,311,304,307,0.0021
63,77,310,301,304,0.0021
28,88,310,304,308,0.0021
72,44,310,292,299,0.0021
16,64,306,291,295,0.0021
263,86,305,299,300,0.0021
196,79,305,294,298,0.0021
244,90,305,295,300,0.0021
63,82,303,288,293,0.0021
66,0,303,298,300,0.0021
39,87,302,290,296,0.0021
27,91,302,297,301,0.0021
32,252,302,294,298,0.0021
178,89,302,293,297,0.0021
41,182,301,289,294,0.0021
82,87,301,292,295,0.0021
20,16,300,283,286,0.002
178,87,300,290,294,0.002
16,60,300,292,295,0.002
360,88,300,295,297,0.002
74,77,300,287,294,0.002
68,89,298,290,294,0.002
200,360,298,291,294,0.002
201,87,297,288,291,0.002
90,67,297,283,287,0.002
40,226,295,285,290,0.002
200,80,295,288,292,0.002
80,29,294,292,292,0.002
89,90,293,289,292,0.002
257,178,292,271,274,0.002
234,87,292,286,289,0.002
28,66,291,286,287,0.002
60,20,290,282,282,0.002
222,14,290,263,266,0.002
66,85,290,285,289,0.002
87,354,289,283,285,0.002
357,181,287,279,283,0.002
50,80,286,277,281,0.002
65,29,285,278,280,0.0019
14,89,285,276,279,0.0019
197,88,282,271,274,0.0019
51,14,282,268,273,0.0019
183,87,282,273,278,0.0019
234,90,280,268,272,0.0019
88,350,279,274,277,0.0019
26,89,278,270,274,0.0019
76,18,278,270,272,0.0019
82,226,277,267,270,0.0019
70,182,277,262,267,0.0019
82,24,276,272,272,0.0019
212,182,275,270,273,0.0019
79,14,274,267,270,0.0019
201,181,274,266,269,0.0019
25,26,273,131,131,0.0019
235,29,273,267,270,0.0019
180,20,272,263,267,0.0019
180,226,272,269,271,0.0019
238,15,271,259,264,0.0019
68,87,270,264,266,0.0018
60,226,269,260,263,0.0018
74,89,269,260,262,0.0018
72,182,269,262,266,0.0018
19,14,268,263,265,0.0018
366,85,268,265,266,0.0018
366,90,268,260,266,0.0018
69,29,267,261,263,0.0018
220,18,267,250,254,0.0018
87,89,266,263,265,0.0018
180,87,266,264,265,0.0018
63,181,266,262,264,0.0018
257,88,265,252,256,0.0018
18,80,265,254,262,0.0018
64,15,265,254,256,0.0018
212,56,264,257,259,0.0018
18,55,263,255,256,0.0018
76,89,262,259,260,0.0018
366,88,262,252,258,0.0018
21,90,261,254,259,0.0018
28,365,259,248,249,0.0018
39,212,259,249,252,0.0018
44,79,258,247,255,0.0018
82,90,258,246,250,0.0018
200,89,258,253,255,0.0018
90,42,258,251,252,0.0018
63,91,258,250,255,0.0018
212,44,256,243,248,0.0017
38,89,256,251,252,0.0017
35,90,255,251,253,0.0017
14,235,255,245,247,0.0017
244,223,255,249,250,0.0017
88,252,255,247,251,0.0017
67,28,254,248,251,0.0017
88,29,253,248,249,0.0017
259,39,253,242,244,0.0017
20,25,252,97,97,0.0017
38,90,252,244,246,0.0017
201,24,250,245,247,0.0017
263,29,250,239,243,0.0017
72,91,249,244,246,0.0017
38,199,248,241,245,0.0017
352,86,248,238,241,0.0017
354,89,246,239,241,0.0017
71,29,246,236,237,0.0017
28,90,245,236,242,0.0017
26,87,245,235,239,0.0017
236,85,244,238,239,0.0017
212,360,244,238,240,0.0017
233,24,244,238,239,0.0017
179,87,244,240,244,0.0017
80,27,243,236,239,0.0017
73,79,243,240,241,0.0017
42,43,243,188,188,0.0017
86,252,242,236,239,0.0017
88,86,242,238,240,0.0017
179,89,241,236,238,0.0016
56,77,241,236,239,0.0016
234,24,241,230,232,0.0016
80,88,241,236,236,0.0016
195,90,240,232,235,0.0016
60,79,240,233,237,0.0016
259,15,240,230,234,0.0016
357,90,239,234,236,0.0016
50,181,239,231,236,0.0016
65,0,238,226,229,0.0016
253,27,237,198,198,0.0016
57,79,237,226,226,0.0016
72,89,236,233,235,0.0016
264,14,236,146,166,0.0016
199,91,234,230,232,0.0016
57,44,234,223,224,0.0016
180,76,233,230,231,0.0016
368,252,233,223,227,0.0016
88,365,233,225,228,0.0016
200,87,233,228,230,0.0016
196,18,231,220,222,0.0016
85,236,231,226,226,0.0016
40,88,229,225,227,0.0016
196,20,229,224,224,0.0016
74,182,228,228,228,0.0016
254,178,228,227,227,0.0016
16,212,228,220,221,0.0016
41,56,228,222,222,0.0016
194,88,226,222,224,0.0015
71,245,225,221,222,0.0015
85,20,223,217,220,0.0015
28,203,223,207,213,0.0015
60,39,223,214,215,0.0015
20,347,222,208,211,0.0015
14,91,222,219,220,0.0015
251,38,221,220,221,0.0015
258,14,221,213,216,0.0015
44,178,221,213,217,0.0015
197,76,220,219,219,0.0015
195,178,220,213,214,0.0015
352,89,220,217,217,0.0015
15,90,220,219,220,0.0015
354,91,219,217,218,0.0015
354,85,219,215,215,0.0015
346,0,218,213,215,0.0015
244,89,218,210,213,0.0015
70,89,217,211,215,0.0015
18,77,216,214,214,0.0015
354,0,216,213,214,0.0015
187,76,216,212,213,0.0015
63,237,216,193,216,0.0015
80,76,215,208,210,0.0015
261,88,214,210,210,0.0015
86,365,214,211,211,0.0015
85,365,213,205,207,0.0015
71,226,212,209,209,0.0014
80,178,212,207,210,0.0014
242,90,212,198,200,0.0014
351,89,211,208,208,0.0014
187,18,211,207,209,0.0014
21,181,210,204,207,0.0014
15,181,210,206,208,0.0014
79,235,210,205,205,0.0014
193,252,210,207,208,0.0014
56,182,210,205,207,0.0014
233,80,208,205,206,0.0014
20,63,207,188,188,0.0014
233,77,207,198,201,0.0014
90,344,207,198,202,0.0014
179,29,207,205,206,0.0014
363,88,206,204,204,0.0014
50,91,206,198,199,0.0014
196,181,205,202,203,0.0014
68,28,205,200,202,0.0014
357,89,204,199,200,0.0014
235,24,204,198,201,0.0014
246,20,203,198,198,0.0014
77,88,203,200,201,0.0014
361,77,203,203,203,0.0014
188,90,203,201,201,0.0014
28,86,202,201,201,0.0014
73,90,201,196,198,0.0014
233,79,201,197,197,0.0014
88,91,200,196,197,0.0014
50,214,200,195,196,0.0014
15,79,200,197,197,0.0014
24,28,200,174,176,0.0014
57,80,200,194,197,0.0014
45,88,200,197,197,0.0014
53,178,200,197,197,0.0014
79,360,199,197,198,0.0014
223,240,199,190,192,0.0014
43,63,199,196,196,0.0014
88,202,199,190,190,0.0014
360,79,198,194,196,0.0014
79,29,196,189,193,0.0013
75,39,196,193,195,0.0013
251,85,195,194,194,0.0013
187,87,195,189,190,0.0013
197,181,195,189,192,0.0013
63,360,195,188,188,0.0013
84,29,194,191,194,0.0013
217,220,194,186,186,0.0013
70,57,193,189,190,0.0013
85,24,193,190,191,0.0013
50,360,193,188,190,0.0013
39,181,193,191,191,0.0013
45,24,191,186,186,0.0013
74,91,191,187,187,0.0013
234,76,190,188,189,0.0013
227,242,189,173,176,0.0013
42,91,188,184,185,0.0013
350,87,188,186,186,0.0013
32,67,188,185,186,0.0013
39,55,187,184,184,0.0013
189,226,187,184,185,0.0013
178,76,187,181,183,0.0013
66,90,186,183,185,0.0013
202,354,186,175,175,0.0013
70,91,186,186,186,0.0013
346,14,184,128,128,0.0013
361,80,184,181,183,0.0013
354,90,183,181,183,0.0012
225,241,183,153,154,0.0012
263,90,182,179,179,0.0012
41,360,182,182,182,0.0012
89,28,182,180,180,0.0012
80,39,182,177,178,0.0012
64,24,181,178,178,0.0012
360,77,181,178,179,0.0012
196,360,180,175,176,0.0012
343,178,180,178,179,0.0012
20,244,179,134,134,0.0012
212,82,179,177,178,0.0012
201,251,178,174,175,0.0012
348,351,178,173,174,0.0012
233,44,178,172,174,0.0012
21,80,178,174,177,0.0012
67,1,177,171,172,0.0012
76,251,177,174,174,0.0012
67,2,177,172,174,0.0012
16,245,176,166,167,0.0012
71,360,176,173,174,0.0012
64,76,175,173,173,0.0012
357,91,174,173,173,0.0012
56,91,174,171,172,0.0012
345,0,173,168,168,0.0012
45,47,173,166,168,0.0012
182,87,172,171,171,0.0012
349,18,172,167,168,0.0012
50,89,171,169,170,0.0012
251,88,171,170,171,0.0012
15,42,171,149,149,0.0012
179,76,171,168,169,0.0012
246,24,171,164,165,0.0012
236,0,169,161,163,0.0012
254,14,169,166,166,0.0012
50,245,168,167,167,0.0011
70,56,168,165,165,0.0011
234,360,168,161,162,0.0011
197,79,168,164,164,0.0011
238,178,167,161,163,0.0011
15,76,167,166,166,0.0011
64,79,167,164,166,0.0011
23,29,166,164,166,0.0011
44,77,166,162,163,0.0011
196,235,165,161,162,0.0011
71,90,165,163,163,0.0011
236,86,165,162,165,0.0011
50,64,165,162,163,0.0011
43,82,164,162,164,0.0011
182,90,164,162,163,0.0011
90,247,164,162,163,0.0011
181,90,164,162,162,0.0011
195,20,163,159,160,0.0011
15,245,163,160,160,0.0011
179,79,163,161,162,0.0011
60,87,162,158,160,0.0011
40,42,162,139,139,0.0011
369,368,162,159,159,0.0011
76,29,161,154,157,0.0011
236,89,161,159,160,0.0011
235,181,161,159,159,0.0011
60,76,160,158,159,0.0011
228,240,160,155,155,0.0011
66,86,159,153,156,0.0011
82,18,159,156,158,0.0011
47,48,158,152,154,0.0011
263,87,158,154,155,0.0011
67,354,158,156,157,0.0011
39,18,158,154,154,0.0011
41,88,157,157,157,0.0011
356,0,157,154,154,0.0011
29,91,157,154,154,0.0011
196,15,156,154,154,0.0011
39,78,156,151,151,0.0011
73,89,156,152,154,0.0011
73,82,156,156,156,0.0011
187,89,156,153,153,0.0011
196,89,156,152,153,0.0011
263,252,155,149,150,0.0011
179,90,155,153,155,0.0011
234,79,155,153,154,0.0011
365,85,155,155,155,0.0011
15,87,155,152,152,0.0011
15,80,155,154,155,0.0011
73,80,154,152,152,0.0011
79,182,154,153,154,0.0011
74,44,154,148,150,0.0011
181,76,154,153,153,0.0011
186,20,153,150,152,0.001
23,80,153,150,150,0.001
40,181,152,149,150,0.001
178,79,152,149,149,0.001
353,356,152,150,150,0.001
180,79,152,151,152,0.001
76,44,152,149,149,0.001
201,89,151,150,150,0.001
17,63,151,150,150,0.001
63,29,151,148,150,0.001
42,251,150,145,147,0.001
86,350,150,147,147,0.001
40,15,149,132,132,0.001
235,91,149,145,147,0.001
39,365,149,143,143,0.001
194,235,149,143,148,0.001
80,79,149,143,144,0.001
38,183,148,148,148,0.001
261,91,147,145,145,0.001
50,82,146,145,145,0.001
194,89,146,143,143,0.001
42,264,145,118,128,0.001
68,27,145,142,143,0.001
179,82,145,143,143,0.001
78,39,145,140,141,0.001
90,65,145,144,144,0.001
199,44,144,138,141,0.001
76,181,144,142,142,0.001
25,14,143,124,127,0.001
64,39,143,140,142,0.001
44,80,143,143,143,0.001
244,87,143,140,140,0.001
357,226,142,137,137,0.001
216,218,141,129,130,0.001
200,91,141,140,140,0.001
252,257,141,135,135,0.001
78,14,141,139,140,0.001
87,350,141,138,139,0.001
186,15,141,141,141,0.001
44,89,141,139,140,0.001
214,18,141,139,141,0.001
28,87,140,138,139,0.001
360,80,140,140,140,0.001
55,90,140,137,139,0.001
80,360,140,131,131,0.001
66,89,139,137,137,0.0009
236,87,139,135,138,0.0009
55,178,139,135,135,0.0009
349,226,139,135,138,0.0009
194,29,138,136,136,0.0009
40,87,138,135,136,0.0009
42,39,137,136,136,0.0009
187,39,136,134,134,0.0009
90,252,136,134,135,0.0009
363,226,136,134,134,0.0009
73,235,136,136,136,0.0009
186,24,135,132,132,0.0009
201,29,135,134,134,0.0009
79,44,134,134,134,0.0009
67,223,134,131,132,0.0009
50,60,134,129,131,0.0009
187,82,134,126,126,0.0009
364,369,134,129,131,0.0009
183,91,133,131,133,0.0009
16,181,133,129,130,0.0009
21,226,133,131,131,0.0009
17,178,132,127,128,0.0009
44,57,132,130,130,0.0009
68,91,132,131,131,0.0009
362,363,132,128,128,0.0009
25,212,131,71,71,0.0009
186,82,130,127,128,0.0009
250,29,130,128,129,0.0009
218,14,130,121,122,0.0009
214,79,130,129,129,0.0009
40,90,130,127,128,0.0009
178,39,129,115,115,0.0009
352,85,129,129,129,0.0009
14,82,129,128,128,0.0009
21,89,129,126,128,0.0009
354,86,128,124,125,0.0009
43,40,128,124,126,0.0009
35,86,128,126,126,0.0009
358,43,128,127,128,0.0009
214,76,128,124,127,0.0009
180,90,128,127,127,0.0009
56,44,128,125,125,0.0009
23,18,127,126,127,0.0009
214,226,127,127,127,0.0009
60,80,127,124,127,0.0009
20,78,127,126,127,0.0009
71,79,127,126,126,0.0009
40,55,126,121,122,0.0009
43,212,126,126,126,0.0009
39,75,126,126,126,0.0009
349,178,126,122,125,0.0009
76,182,126,125,125,0.0009
189,39,124,122,124,0.0008
186,76,124,123,123,0.0008
183,85,124,123,123,0.0008
188,360,124,123,123,0.0008
60,15,124,123,123,0.0008
363,76,124,124,124,0.0008
224,242,124,120,120,0.0008
259,178,123,122,122,0.0008
188,18,123,116,119,0.0008
83,29,123,121,121,0.0008
199,182,123,121,121,0.0008
71,24,123,119,121,0.0008
188,20,123,121,121,0.0008
35,91,123,120,121,0.0008
79,20,123,120,122,0.0008
15,44,122,122,122,0.0008
235,182,121,118,118,0.0008
358,0,121,117,118,0.0008
200,24,121,120,120,0.0008
233,235,121,118,119,0.0008
199,77,121,120,121,0.0008
89,354,120,118,119,0.0008
233,181,120,119,119,0.0008
68,0,120,118,118,0.0008
191,86,120,120,120,0.0008
78,24,119,118,118,0.0008
38,85,119,118,118,0.0008
15,51,119,118,118,0.0008
82,15,119,116,118,0.0008
86,14,119,118,119,0.0008
43,60,118,113,116,0.0008
366,86,118,116,117,0.0008
41,29,117,116,117,0.0008
202,203,117,114,115,0.0008
256,178,117,117,117,0.0008
201,91,117,115,116,0.0008
38,200,116,115,116,0.0008
16,87,116,113,114,0.0008
245,44,116,115,115,0.0008
24,353,116,112,112,0.0008
234,77,116,115,115,0.0008
215,221,115,112,112,0.0008
234,80,115,113,114,0.0008
214,87,114,114,114,0.0008
354,353,114,112,112,0.0008
64,87,114,113,113,0.0008
75,42,114,104,104,0.0008
72,16,114,107,107,0.0008
17,182,114,109,109,0.0008
350,90,113,111,112,0.0008
73,76,113,110,111,0.0008
